name	type	kingdom	P156N_rna	P160N_rna	P180N_rna	P193N_rna	P198N_rna	P207N_rna	P229N_rna	P268N_rna	P270N_rna	P303N_rna	P326N_rna	P368N_rna	P394N_rna
Brevundimonas	genus	Bacteria	0.3154650331347474	0.6490482855178268	0.1983981890952116	0.8837296692919655	0.2562411485886936	0.1061150838434659	3.20103071662648	0.5532534476432925	0.9727905830053584	0.7151714271890263	0.0127286733151663	0.8652633366290118	0.3476098704074296
Brucella	genus	Bacteria	0.186487455734012	0.1263118902056932	0.0227048501114484	0.099242102459487	0.0085791634309715	0.0277840029371466	0.1958605354058259	0.0593095331575691	0.1630052312183281	0.3640205042955838	0.0	0.2838123857965944	0.47686397967943
Bulleidia	genus	Bacteria	0.0036648835655256	0.0064397823465451	0.0435430193648666	0.0059350548642845	0.0	0.008514344295397	0.0	0.0	0.013425365730919	0.003037464149901	0.0	0.0346105334651604	0.0075315596451365
Burkholderia	genus	Bacteria	1.3397930221315733	0.6191041051989019	0.755947963282079	2.570824127828286	0.7429353035604336	0.2152438171292756	1.6741755626316814	0.1236637356484718	1.3911595303924127	0.3176994831948495	0.1272471971209121	0.0692210669303209	0.9180601654004522
Butyricicoccus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037657798225682
Butyrivibrio	genus	Bacteria	0.0036648835655256	0.0	0.003110215668919	0.0	0.0542681965866107	0.0056762295302646	0.0	0.0	0.0	0.0	0.0044550356603082	0.0	0.0
Caballeronia	genus	Bacteria	0.0017465778662265	0.0028166580486048	0.0101788292821033	0.0083316597714143	0.0026912104436433	0.0023180172266193	0.0025372083434439	0.0	0.0011762850689758	0.0006284408586002	0.0004050032418462	0.0	0.0016692847532813
Caenimonas	genus	Bacteria	0.0097198481919973	0.0008829005062892	0.0028036727232969	0.0081443222825757	0.0008282691786723	0.0031537671600887	0.0012076984624174	0.0016810116254338	0.0053275713849835	0.0002336510884539	0.0	0.001098747094132	0.000901943768692
Caldanaerobius	genus	Bacteria	0.0146595342621026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009112392449703	0.0	0.0	0.0
Caldimonas	genus	Bacteria	0.0361548960809129	0.0076817403705217	0.0084017596409236	0.0462844354340491	0.0	0.0014190573825661	0.0187436597700525	0.0027991408693565	0.0033563414327297	0.0006074928299802	0.0	0.0	0.0
Calothrix	genus	Bacteria	0.014048720334515	0.0	0.0	0.0	0.0319224685803592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter	genus	Bacteria	0.1942388289728598	0.6085594317485175	0.4478710563243421	0.1157335698535482	1.232207287201868	0.3036782798691603	0.1404488321287563	0.6254126954033341	0.637704872218657	0.8170778563233769	0.0490053922633905	0.0	0.0715498166287975
Candidatus_Accumulibacter	genus	Bacteria	0.0020480231689702	0.0002683242644393	0.0003659077257551	0.0003709409290177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Hepatobacter	genus	Bacteria	0.00041884383606	9.757245979613872e-05	0.0001829538628775	0.0019743756346822	0.0	0.0	0.0010345376856414	0.0	0.0002034146322866	0.0	0.0	0.0	0.0
Candidatus_Koribacter	genus	Bacteria	0.0073297671310513	0.0	0.0186612940135142	0.0	0.0	0.0	0.0	0.0034175557125865	0.0	0.0	0.0	0.0	0.0
Candidatus_Methylopumilus	genus	Bacteria	0.0	0.001287956469309	0.0	0.0	0.0	0.0	0.0002572322932761	0.0	0.0004794773475328	0.0	0.0	0.0	0.0
Candidatus_Nitrosoarchaeum	genus	Archaea	0.0	0.0	0.0	0.0029675274321422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Paracaedibacter	genus	Bacteria	0.0073297671310513	0.0	0.0	0.1483763716071131	0.0	0.0	0.0	0.0	0.0067126828654595	0.0	0.0	0.0	0.0
Candidatus_Protochlamydia	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0024008347372436	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Schmidhempelia	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Solibacter	genus	Bacteria	0.0036648835655256	0.0	0.006220431337838	0.0059350548642845	0.0	0.0	0.0	0.0034175557125865	0.0	0.0	0.0	0.0	0.0
Candidatus_Stoquefichus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0063844937160718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Symbiobacter	genus	Bacteria	0.0	0.0	0.0	0.0003709409290177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus_Thiodiazotropha	genus	Bacteria	0.1206444766118041	0.0128795646930903	0.006220431337838	0.0	0.0	0.0	0.1995093666649513	0.0165181859441682	0.014184538197846	0.003037464149901	0.0	0.0	0.0
Capnocytophaga	genus	Bacteria	0.7734649505909388	0.2699342100260177	1.6811085954277545	0.1191956851910475	1.0764712440562578	0.1106864758401612	0.2234491187591813	0.3162866441624719	0.0223756095515318	0.8064828920862221	0.32187632645727	0.1038316003954814	2.044235644396329
Cardiobacterium	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006074928299802	0.0	0.0	0.0
Carnobacterium	genus	Bacteria	0.0226235369736758	0.0046198951376222	0.0308305997164436	0.0195747204044194	0.0362333306127912	0.0078813996533317	0.0102543345219581	0.0250430034514697	0.0183951279476118	0.0360804184381801	0.002757879218286	0.0	0.0134146135382752
Catenibacterium	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133651069809247	0.8652633366290121	0.0979102753867756
Catonella	genus	Bacteria	0.0879572055726157	0.1706542321834466	0.2612581161891996	0.011870109728569	0.0510759497285748	0.042571721476985	0.079227546329042	0.1845480084796723	0.0570578043564061	0.2399596678421812	0.0089100713206164	0.0	0.0
Caulobacter	genus	Bacteria	0.0	0.0064397823465451	0.0017417207745946	0.0043164035376614	0.0035469409533732	0.0	0.0048016694744873	0.0	0.0	0.0	0.0	0.1384421338606419	0.0175736391719853
Cedecea	genus	Bacteria	0.0	0.0	0.0	0.0	0.0003040235102891	0.0	0.0	0.0	0.0005552964738272	7.063870116048882e-05	0.0	0.0	0.0
Celeribacter	genus	Bacteria	2.287314072819183	1.328741311738665	0.7137765175273816	4.128643635197852	1.0922540727087502	0.4515151762284582	1.5077375871014094	0.2029616541382527	2.430914851926714	0.3555439203330367	0.2951086799478928	2.371761288075253	3.5599120817189625
Cellulomonas	genus	Bacteria	0.0150453114795263	0.0	0.0	0.0059350548642845	0.0	0.0056762295302646	0.0	0.0006835111425173	0.0	0.0	0.0044550356603082	0.0	0.0
Cellvibrio	genus	Bacteria	0.0403137192207822	0.0128795646930903	0.006220431337838	0.1068309875571214	0.0	0.0227049181210587	0.0216075126351932	0.013670222850346	0.0570578043564061	0.0	0.0178201426412329	0.0	0.0
Cerataulina	genus	Eukaryota	0.0198808034457151	0.0144895102797266	0.0024661811112135	0.0	0.0017025316576191	0.0	0.0695780374812741	0.0006835111425173	0.0	0.003037464149901	0.0	0.0	0.0
Chaetoceros	genus	Eukaryota	0.0183244178276282	0.0144895102797266	0.0	0.0	0.0	0.0	0.0678235813271344	0.0	0.0	0.003037464149901	0.0	0.0	0.0
Chishuiella	genus	Bacteria	0.0623030206139361	0.0096596735198177	0.006220431337838	0.4341068700733825	0.0127689874321437	0.0056762295302646	0.0108037563175966	0.0444282242636248	0.2192809736050118	0.1275734942958432	0.0	0.0	0.0602524771610926
Chitinophaga	genus	Bacteria	0.0036648835655256	0.0	0.0	0.0029675274321422	0.0	0.0028381147651323	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chlamydia	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0024008347372436	0.0	0.0	0.0	0.0	0.0	0.0
Chondromyces	genus	Bacteria	0.0403137192207822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacterium	genus	Bacteria	0.0	0.0134928772975231	0.0	0.0	0.0	0.0	0.0036012521058655	0.0	0.0	0.0	0.0	0.0	0.0
Chromohalobacter	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012427475318496	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsis	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006074928299802	0.0	0.0	0.0
Chroogloeocystis	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0012004173686218	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium	genus	Bacteria	0.3101968152490424	3.2400077013579125	0.1266221115554294	0.8349965737560459	0.3476832812019971	0.3338488239073073	1.8041143886462727	0.1365428923283267	1.2248700904462155	0.4809695170244398	0.0089100713206164	0.0	3.024750424160856
Chryseolinea	genus	Bacteria	0.0146595342621026	0.0032198911732725	0.0124408626756761	0.0	0.0	0.0	0.0108037563175966	0.006835111425173	0.0	0.0	0.0	0.0	0.0
Chthoniobacter	genus	Bacteria	0.1429304590555006	0.0032198911732725	0.003110215668919	0.0059350548642845	0.0	0.0028381147651323	0.0	0.0102526671377595	0.0	0.0	0.0	0.0	0.0
Citreicella	genus	Bacteria	0.0009816652407658	0.0001399952684031	0.0004000192687309	0.0013189010809521	0.0	8.869108641038561e-05	0.020975664578679	0.0001005163444878	0.0031494638277238	0.0	0.0016125292118289	0.0	0.0
Citricoccus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0007093881906746	0.0	0.0017606121406453	0.0	0.0005593902387882	0.0	0.0	0.0	0.0
Citrobacter	genus	Bacteria	0.0173114586711733	0.0233324651237247	0.0124059526903336	0.0343323627367801	0.021820458115092	0.0072861542800765	0.003222172936827	0.0059945774526179	0.0891987447784382	0.677831132895602	0.0002475019811282	0.0	0.0002035556660847
Clavibacter	genus	Bacteria	0.0007715544348475	0.0003094632248911	0.0	0.000276049063455	0.0	0.0	0.0001565761785158	0.0	0.0	0.0	0.0	0.0	0.0001711718101167
Cloacibacterium	genus	Bacteria	0.0513083699173591	0.0182460499818779	0.0559838820405427	0.2062431565338873	0.0351147154383952	0.0141905738256617	0.1764613531874118	0.006835111425173	0.0067126828654595	0.003037464149901	0.0	0.0	0.1619285323704366
Clostridioides	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0056762295302646	0.0	0.0	0.0	0.0	0.0029700237735388	0.0	0.0
Clostridium	genus	Bacteria	0.0484986258504561	0.0107329705775752	0.0072571698941444	0.003833056266517	0.2172487175983531	0.0238401640271116	0.0096033389489747	0.0034175557125865	0.14767902304011	0.0366708302992422	0.1434227744004286	0.5380564519964788	0.0734685711098204
Cnuella	genus	Bacteria	0.0109946506965769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0311852496221576	0.0	0.0
Cohnella	genus	Bacteria	0.0	0.0	0.0	0.0276969226999944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collimonas	genus	Bacteria	0.0019546045682803	0.0146358689694208	0.0023326617516892	0.0035610329185707	0.0	0.0	0.0432150252703865	0.0105374634471417	0.0469887800582168	0.0003037464149901	0.0006853901015858	0.0	0.0158999592508439
Collinsella	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2422737342561234	0.0
Comamonas	genus	Bacteria	0.1167142142424206	0.0605809853076592	0.0419625363562418	0.2055242297008086	0.0389745561129349	0.0167729148780833	0.1972336540056106	0.0131101806501806	0.1049820978120302	0.0100867478328531	0.0048262886320005	0.0	0.0793838842620286
Conexibacter	genus	Bacteria	0.0018324417827628	0.0	0.0010367385563063	0.0	0.0	0.0075683060403529	0.0018006260529327	0.006835111425173	0.0	0.001012488049967	0.0	0.0	0.0
Congregibacter	genus	Bacteria	0.0098428301474117	0.0	0.0	0.0022044489495913	0.0082314365410783	0.0	0.0	0.0006835111425173	0.0012306585253342	0.0006074928299802	0.0	0.0	0.0
Coprobacillus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus	genus	Bacteria	0.0	0.0	0.0010367385563063	0.002843880455803	0.0112975285454575	0.0	0.0	0.0	0.0	0.0022391562643501	0.0034155273395696	0.0	0.0
Corallococcus	genus	Bacteria	0.0006108139275876	0.0	0.0	0.0	0.0	0.0	0.0014405008423462	0.0017087778562932	0.0100690242981893	0.0006749920333113	0.0	0.0	0.0
Corynebacterium	genus	Bacteria	0.2492120824557447	0.4540046554314333	0.1244086267567617	0.15727895390354	0.2772740478005147	0.0250024395975944	0.3961377316452104	0.013670222850346	0.1745297545019482	0.0691866834144123	0.0	0.0	0.090378715741639
Coscinodiscus	genus	Eukaryota	0.0008144185701168	0.0	0.0033992458118892	0.0	0.0	0.0	0.0	0.0006835111425173	0.0	0.0	0.0	0.0	0.0
Couchioplanes	genus	Bacteria	0.0028055708040437	0.0003219891173272	0.0	0.0007523710593228	0.0001064082286011	0.0	0.0015132354907898	0.0028072779067675	0.0009597117938612	0.0	0.0	0.0	0.0001344921365202
Coxiella	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0692210669303209	0.0
Croceicoccus	genus	Bacteria	0.0028744184827652	0.0016099455866362	0.0045616496477479	0.0117217333569619	0.0	0.0	0.0	0.0054680891401384	0.0157748047338299	0.0	0.0	0.0	0.0
Cronobacter	genus	Bacteria	0.0024429267219733	0.001047524470101	0.0004241203184889	0.001799242985128	0.0083692777973182	0.000473019127522	0.0	0.0002770991118313	0.0112832540202312	0.0031034959792467	0.0003712529716923	0.0	0.0006476771193606
Cryobacterium	genus	Bacteria	0.0005863813704841	0.0	0.0	0.0014837637160711	0.0012768987432143	0.0018920765100882	0.0	0.0	0.0	0.0	0.0	0.0	0.0008368399605707
Cryocola	genus	Bacteria	0.0200395886247265	0.0072533508089405	0.0008886330482625	0.0160202748288083	0.0027569404683037	0.0009476864053142	0.0108384949849541	0.0036653597628131	0.0128190903588624	0.0214977927937437	0.0	0.0	0.010214473992752
Cryptomonas	genus	Eukaryota	0.0	0.0	0.0	0.0014837637160711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cryptosporangium	genus	Bacteria	0.0	0.0	0.0	0.000913085363736	0.0009931434669445	0.0009460382550441	0.0	0.0	0.0	0.0004049952199868	0.0	0.0	0.0
Cupriavidus	genus	Bacteria	3.71252705187749	1.5943061152232505	0.6718065844865133	10.00452414956228	0.9800197854170304	0.4279246373649539	2.001495892615497	0.2358113441684702	3.1601819223280114	0.315896271589707	0.2182967473551035	0.1730526673258024	2.9862633992966563
Curtobacterium	genus	Bacteria	0.0017462092282798	0.0183232279719511	0.0	0.0349426561964718	0.0006384493716071	0.0005676229530264	0.005283968578753	0.0077732639737262	0.0101894671725695	0.0298941742549343	0.0	0.0	0.018359127589521
Curvibacter	genus	Bacteria	0.0250864359048931	0.0121223301764915	0.0094575377444624	0.0776342370078714	0.0022166432089927	0.0065124424977277	0.0795883647922501	0.0021974422664469	0.0174089177224133	0.002674579387823	0.0	0.0020095506063731	0.050385345145196
Cutibacterium	genus	Bacteria	0.0003331712332296	0.0006133126044328	0.0014137343949632	0.0042521713421605	0.0	0.0	0.0050511068497854	0.0	0.0017144947578446	0.0	0.0	0.0	0.0
Cyanobacterium	genus	Bacteria	0.0048865114207008	0.0	0.0	0.0	0.0	0.0	0.007202504211731	0.0	0.0	0.0	0.0	0.0	0.0
Cyanobium	genus	Bacteria	0.0824598802243272	0.0032198911732725	0.0	0.0	0.0	0.0264890711412351	0.0048016694744873	0.0096830745189951	0.0016781707163648	0.0	0.0	0.0	0.0414235780482512
Cyanothece	genus	Bacteria	0.0036648835655256	0.0	0.0	0.0	0.0	0.0	0.0012004173686218	0.0	0.0	0.0	0.0	0.0	0.0
Cylindrotheca	genus	Eukaryota	0.0377226518283878	0.0006439782346545	0.0027772026781054	0.0	0.0	0.000709528691283	0.0058101519781263	0.0006835111425173	0.0013425365730919	0.0	0.0	0.0	0.0005379685460811
Cystobacter	genus	Bacteria	0.0006108139275876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003374960166556	0.0	0.0	0.0
Cytophaga	genus	Bacteria	0.0036648835655256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechloromonas	genus	Bacteria	0.0100584115336191	0.0044541827896937	0.0025140909990428	0.040026292626395	0.0	0.0056762295302646	0.0012004173686218	0.0009683074518995	0.005434076605372	0.0	0.0	0.0	0.0
Defluviimonas	genus	Bacteria	0.0	0.0001399952684031	0.0011704232648826	0.0038936675294284	0.0007093881906746	8.869108641038561e-05	0.0002572322932761	0.0018272813361105	0.0022837138549157	0.0	0.0	0.0115368444883868	0.0
Defluviitalea	genus	Bacteria	0.0	0.0	0.0	0.0029675274321422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcus	genus	Bacteria	0.0073297671310513	0.0	0.0	0.0593505486428452	0.0	0.0227049181210587	0.007202504211731	0.0	0.0369197557600275	0.0	0.0267302139618494	0.0	0.2711361472249171
Delftia	genus	Bacteria	0.0725806461863706	0.0258533250443323	0.032403057221901	0.1688348007494291	0.0072427754720419	0.0116042545895812	0.0088437613025425	0.0051310501736513	0.0751751271740827	0.0100611693096783	0.0034650277357952	0.0160764048509851	0.0581684054200751
Demetria	genus	Bacteria	0.0	0.0	0.0	0.000423932490306	0.0	0.0	0.0	0.0	0.0	0.001012488049967	0.0	0.0	0.0
Denitrobacterium	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0178201426412329	0.0	0.0075315596451365
Dermacoccus	genus	Bacteria	0.0	0.0	0.0	0.0384436113292525	0.0042563291440479	0.0034057377181588	0.0027009390793991	0.0054680891401384	0.0033563414327297	0.0840365081472618	0.0	0.0	0.0
Desnuesiella	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0157120834460887	0.0
Desulfatibacillum	genus	Bacteria	0.0539959511987446	0.0	0.0	0.0039567032428563	0.0	0.0	0.0139419902955651	0.0	0.0440426581339317	0.0	0.0089100713206164	0.0	0.1512588228731597
Desulfatiglans	genus	Bacteria	0.0	0.0064397823465451	0.0	0.0	0.0	0.0	0.0108037563175966	0.0	0.0	0.0	0.0	0.0	0.1619285323704366
Desulfatirhabdium	genus	Bacteria	0.0042756974931132	0.0	0.0	0.0	0.0	0.0	0.0010289291731044	0.0	0.0003729268258588	0.0	0.0	0.0	0.001255259940856
Desulfatitalea	genus	Bacteria	0.0323731381621432	0.0	0.0	0.0	0.0	0.0	0.0016205634476394	0.0	0.0020510975422237	0.0	0.0	0.0	0.0
Desulfobacter	genus	Bacteria	0.0073297671310513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacterium	genus	Bacteria	0.0	0.0	0.0	0.0029675274321422	0.0	0.0	0.0	0.0	0.0234943900291084	0.0	0.0	0.0	0.0
Desulfobulbus	genus	Bacteria	0.2272227810625907	0.0	0.0124408626756761	0.0	0.0	0.0	0.0360125210586554	0.0	0.0234943900291084	0.0	0.0	0.0	0.0414235780482512
Desulfocapsa	genus	Bacteria	0.0219893013931539	0.0	0.0	0.0	0.0	0.0	0.0108037563175966	0.0	0.0218162193127435	0.0	0.0022275178301541	0.0	0.0
Desulfococcus	genus	Bacteria	0.0013437906406927	0.0128795646930903	0.006220431337838	0.0019783516214281	0.0	0.0	0.0024694300154506	0.0034175557125865	0.0427187679021328	0.0	0.0	0.0	0.000941444955642
Desulfosarcina	genus	Bacteria	0.0439786027863078	0.0	0.0	0.011870109728569	0.0	0.0	0.1142883079025759	0.0	0.0225620729644612	0.0	0.0	0.0	0.0
Desulfotalea	genus	Bacteria	0.1356006919244493	0.0	0.0	0.0059350548642845	0.0095767405741077	0.0198668033559263	0.0576200336938487	0.0034175557125865	0.0755176822364199	0.0	0.0022275178301541	0.0	0.0
Desulfovibrio	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075315596451365
Desulfuromonas	genus	Bacteria	0.0134379064069274	0.0	0.0	0.0	0.0292622628653293	0.0	0.0140920424666429	0.0	0.0	0.0	0.0066825534904623	0.084054152701104	0.0455480035682069
Devosia	genus	Bacteria	0.0007329767131051	0.0218952599782535	0.0604245788567216	0.0830907680999833	0.0	0.0216212743016445	0.0442820629313837	0.027846750250705	0.0184971705625996	0.0119473589896107	0.0891007132061647	0.0	0.0060252477161092
Dialister	genus	Bacteria	0.1502602261865519	0.0804972793318144	1.8661294013514256	0.0563830212107029	0.0925751588830419	0.3632786899369394	0.0972338068583697	0.1606251184915667	0.2752199974838414	0.728991395976247	0.0534604279236988	0.0	0.7418586250459538
Diaphorobacter	genus	Bacteria	0.0236210471711379	0.0065807136864232	0.0021833102204319	0.0157135332628227	0.0080801777579144	0.0027535052998148	0.0227250269949393	0.0027012406657343	0.0401875791457468	0.003938184038508	0.0	0.0	0.0204189745618316
Dietzia	genus	Bacteria	0.0003331712332296	0.0022465367565208	0.0	0.0	0.0004911149012362	0.0	0.0009146037094261	0.0	0.0	0.0001687480083278	0.0	0.0	0.0015307056444771
Dinoroseobacter	genus	Bacteria	0.0002155813862073	0.0	0.0004341490979497	0.0	0.0	0.0	0.0024008347372436	0.0	0.0	0.0	0.0	0.0	0.0
Dongia	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.007202504211731	0.0	0.0	0.0	0.0	0.0	0.0
Dorea	genus	Bacteria	0.0	0.0	0.0010367385563063	0.0021019985977674	0.0081522264941574	0.0	0.0	0.0	0.0	0.0017718540874422	0.0056430451697237	0.0	0.026360458757978
Draconibacterium	genus	Bacteria	0.0073297671310513	0.0064397823465451	0.0	0.0	0.0	0.0	0.0216075126351932	0.0	0.0	0.0	0.0	0.0	0.0
Duganella	genus	Bacteria	0.0043978602786307	0.0042931882310301	0.0172789759384391	0.0810464714245075	0.0	0.0141905738256617	0.0144650292918932	0.0	0.0	0.0081183132733718	0.0	0.0	0.2536461920489889
Duodenibacillus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1384421338606419	0.0301262385805463
Durinskia	genus	Eukaryota	0.0472368059100024	0.0083717170505087	0.0039647395698745	0.0151838486944612	0.008087025373691	0.000709528691283	0.1216361373671749	0.0041010668551038	0.0064329877460653	0.0	0.0	0.0	0.0
Dyadobacter	genus	Bacteria	0.0	0.0	0.006220431337838	0.0	0.0	0.0	0.0	0.0034175557125865	0.0167817071636488	0.0	0.0	0.0692210669303209	0.0
Dyella	genus	Bacteria	0.0012216278551752	0.0	0.003110215668919	0.0	0.0	0.0	0.0012004173686218	0.0	0.0	0.0006074928299802	0.0	0.0	0.0
Dysgonomonas	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037657798225682
Edaphobacillus	genus	Bacteria	0.0036648835655256	0.0	0.006220431337838	0.0	0.0	0.0003784153020176	0.0	0.0	0.0	0.0015187320749505	0.0	0.0	0.0
Eggerthella	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthia	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0141905738256617	0.007202504211731	0.0	0.0	0.0	0.0	0.0	0.0
Eikenella	genus	Bacteria	0.0844814390614046	0.0906774378401232	0.1345907901265339	0.0735726524524357	0.1195116474697352	0.0630904258300723	0.0118841319493563	0.0529407278293633	0.0163518167896643	0.1565673082492713	0.0061884799867815	0.0	0.000941444955642
Elizabethkingia	genus	Bacteria	0.0	0.0	0.0	0.0050871898836724	0.0	0.0007169974143492	0.0	0.0029293334679313	0.0022375609551531	0.0	0.0	0.0	0.0195820550773551
Emergencia	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075315596451365
Endocarpon	genus	Fungi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044550356603082	0.0	0.0
Ensifer	genus	Bacteria	0.0099709322491748	0.0073732255452615	0.0034709616869441	0.000847864980612	0.0	0.0062843969799358	0.0104763697625179	0.0102526671377595	0.0	0.0	0.0	0.0	0.0
Enterobacter	genus	Bacteria	0.0	0.0055453681317472	0.0498769687405374	0.0071902949129578	0.0496175549201645	0.0132251157708207	0.0244683033865271	0.0058098447113971	0.0860113082323473	0.5841022546015863	0.0	0.0	0.0065901146894945
Enterococcus	genus	Bacteria	0.0839580727472816	0.0218669532426643	0.1227685179260336	0.0537301080130623	0.1280237420976401	0.0417230593207202	0.0507951332972473	0.052351707119278	0.1454361345588732	0.1063768966826403	0.002757879218286	0.0	0.0171039512490606
Enterorhabdus	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022275178301541	0.0173052667325802	0.0018828899112841
Epichloe	genus	Fungi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006846872404669
Erwinia	genus	Bacteria	8.144185701168118e-05	0.0	6.68863584713772e-05	0.0003947226982326	0.0145328009826733	0.0014022101259694	0.0236857739414645	0.0013670222850346	0.0430060931093062	0.0113980971223516	0.0	0.0	0.000941444955642
Erysipelatoclostridium	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacter	genus	Bacteria	0.0	0.0104646463131358	0.0049245081424551	0.0002967527432142	0.0033062556743943	0.0	0.0160555823053172	0.0	0.0003356341432729	0.0006749920333113	0.0	0.0098887238471887	0.0
Escherichia	genus	Bacteria	0.2068395029756263	0.0637264116092514	0.0816890456710666	0.0901545412303494	0.6565136532021079	0.0509034969863209	0.0332389251385239	0.0101667826177182	0.5338177635072535	0.1387230792604787	0.0192400224277054	0.0	0.049040683017173
Eubacterium	genus	Bacteria	0.0	0.0	0.003110215668919	0.0	0.0014041713303648	0.0	0.0	0.0	0.0	0.0	0.0118800950941552	0.0	0.0
Eudoraea	genus	Bacteria	0.0	0.0	0.0	0.0029675274321422	0.0	0.0	0.0	0.0	0.0318852436109328	0.0	0.0	0.0	0.0
Eunotia	genus	Eukaryota	0.0829223536266436	0.0006439782346545	0.0071534960385137	0.0035610329185707	0.0022345728006251	0.0014190573825661	0.0732621755483064	0.0	0.0216803673976092	0.0012149856599604	0.0	0.0	0.0058100602976767
Euryhalocaulis	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.007202504211731	0.0	0.0	0.0	0.0	0.0	0.0
Exiguobacterium	genus	Bacteria	0.0294656638668262	0.045078476425816	0.0093306470067571	0.0	0.0	0.0141905738256617	0.118841319493563	0.0009764444893104	0.0047283195973368	0.003037464149901	0.0	0.0	0.0225946789354097
Faecalibacterium	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089100713206164	0.0	0.0677840368062292
Falsirhodobacter	genus	Bacteria	0.0009816652407658	0.0001399952684031	0.0005255191992311	0.0	0.0	0.0	0.0	0.0001005163444878	0.0008067490647347	0.0	0.0010556497542904	0.0	0.0
Fermentimonas	genus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006074928299802	0.0	0.0	0.0
