type	name	kingdom	P156N_rna	P160N_rna	P180N_rna	P193N_rna	P198N_rna	P207N_rna	P223N_rna	P229N_rna	P268N_rna	P270N_rna	P303N_rna	P326N_rna	P368N_rna	P394N_rna
genus	Paraburkholderia	Bacteria	0.0506806423184776	0.0327634716561191	0.1609537462088257	0.3897900108040196	0.0110787895771541	0.0268670930801529	0.0233990380170395	0.0133392515422612	0.0236329155640074	0.1032532531691354	0.0082974335670439	0.0097200778043088	0.0	0.0188403686280412
genus	Parachlamydia	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024008347372436	0.0	0.0	0.0	0.0	0.0	0.0
genus	Paracoccus	Bacteria	0.0019546045682803	0.0146295055481297	0.0593644043830669	0.033209675583551	0.0542681965866107	0.0037841530201764	0.0294810395319909	0.5111126319128686	0.0298586446468085	0.2378127730871556	0.0242997131992082	0.0	2.4233712351155408	0.0915953522996995
genus	Parageobacillus	Bacteria	0.0	0.0	0.0052782724393	0.0	0.0	0.0	0.0	0.0054295800980742	0.000911348190023	0.0033563414327297	0.0	0.0	0.0	0.0
genus	Paramesorhizobium	Bacteria	6.914874651935169e-05	0.0074867731038674	0.0079180907237897	0.0	6.650514287574842e-05	0.0006156756897906	8.366652085962341e-05	0.0144050084234621	0.0	6.84967639332606e-05	0.0	0.0	0.0346105334651604	0.0027412661943695
genus	Paraprevotella	Bacteria	0.4542710438601563	0.3611644599354076	1.9485130902007692	0.0974338173553376	0.2259654740224004	0.0908196724842348	0.0832063549948954	0.3203399492265162	0.3296313855163812	0.0078314633430361	0.5360762621700328	0.1859977388178688	0.0346105334651604	2.3014742708474825
genus	Pararhizobium	Bacteria	0.0	0.0004599844533246	0.0	0.0	0.0	0.000153411608926	0.0	0.0006478442941768	6.328806875160225e-05	0.0	0.0	0.0	0.0	0.0
genus	Parvimonas	Bacteria	0.5863813704841052	0.0418585852525435	0.5971614084324564	0.0474804389142762	0.0638449371607185	0.1135245906052936	7.616581726455831	0.1296450758111597	0.1503724513538071	0.2114495102619757	0.7867032148243663	0.0044550356603082	0.0	0.026360458757978
genus	Pasteurella	Bacteria	0.0029319068524205	0.001287956469309	0.0	0.0	0.0	0.0005676229530264	0.0	0.0	0.0022783704750576	0.0	0.0	0.0	0.0	0.0
genus	Patulibacter	Bacteria	0.1282709247933979	0.0	0.0	0.0	0.0	0.0056762295302646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Paucibacter	Bacteria	0.0844233305198087	0.0144572878694266	0.0107240729949355	0.194253578575398	0.0331642991517043	0.0108062337465072	0.0036066246670559	0.0442338236823938	0.0027375020658189	0.0430338862461699	0.0158564178263659	0.0011667950538902	0.0	0.0194942089092667
genus	Paulinella	Eukaryota	0.0134379064069274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Pectobacterium	Bacteria	0.0	0.0	0.0	0.0	0.0002443881294247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Pedobacter	Bacteria	0.0256541849586795	0.0094450141082662	0.0524589709491011	0.0059350548642845	0.0	0.0141905738256617	0.0320024442288059	0.1368475800228908	0.0318971866508075	0.0839085358182443	0.0035437081748845	0.0	0.0	0.0
genus	Pedosphaera	Bacteria	0.0036648835655256	0.0	0.0093306470067571	0.0	0.0	0.0	0.0	0.0	0.006835111425173	0.0	0.0	0.0	0.0	0.0
genus	Pelagibaca	Bacteria	0.0	0.0	0.0004289952646784	0.0	0.0	0.0	0.0	0.0181951703077409	0.0	0.002836919788078	0.0	0.0026310536689501	0.0	0.0
genus	Pelobacter	Bacteria	0.0195460456828035	0.0032198911732725	0.0	0.0	0.0053204114300598	0.0037841530201764	0.0	0.062957603779328	0.0	0.0	0.0	0.0066825534904623	0.056036101800736	0.0086074967372989
genus	Pelomonas	Bacteria	0.1206067140442246	0.0293249621562951	0.0296965469470303	0.302457945983986	0.0313266593085454	0.0205422335847151	0.0095909645127721	0.0641886041750714	0.0128349447504681	0.0867800126142351	0.0119229350676638	0.0074957742855979	0.0100477530318657	0.0471022092185289
genus	Peptoanaerobacter	Bacteria	0.0219893013931539	0.0708376058119967	0.2488172535135234	0.0237402194571381	0.0127689874321437	0.0227049181210587	0.494971137405532	0.0036012521058655	0.0239228899881056	0.0872648772509741	0.0394870339487133	0.0	0.0	0.0
genus	Peptoniphilus	Bacteria	0.0	0.0	0.006220431337838	0.0	0.0	0.0	0.0	0.0	0.0	0.0939775601164336	0.003037464149901	0.0	0.0	0.0
genus	Peronospora	Eukaryota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005695926187644	0.0002796951193941	0.0	0.0	0.0	0.0
genus	Petrimonas	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006074928299802	0.0	0.0	0.0
genus	Phaeobacter	Bacteria	0.0029449957222974	0.0	0.0016000770749236	0.0052756043238084	0.0	0.0003547643456415	0.0	0.0010289291731044	0.0003015490334635	0.0114022557048419	0.0	0.0092345141350084	0.0	0.0
genus	Phaeodactylibacter	Bacteria	0.0018324417827628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Phaeodactylum	Eukaryota	0.1044817054759631	0.0006439782346545	0.0071534960385137	0.0035610329185707	0.0022345728006251	0.0014190573825661	0.0095296167259111	0.0723875857511676	0.0	0.0302949770749489	0.0012149856599604	0.0	0.0	0.0058100602976767
genus	Phenylobacterium	Bacteria	0.0073297671310513	0.0064397823465451	0.003607850175946	0.008497919464771	0.0060297996207345	0.0028381147651323	0.0042669925638407	0.0240083473724369	0.013670222850346	0.0218162193127435	0.0045561962248515	0.0022275178301541	0.1557474005932221	0.0125525994085609
genus	Phialocephala	Fungi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133651069809247	0.0	0.0
genus	Photobacterium	Bacteria	0.000318685527437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Phycicoccus	Bacteria	0.0640489965290275	0.0596753164113184	0.0722936645104349	0.011870109728569	0.0106408228601197	0.0598842215442923	0.0398705199109184	0.0480939243937643	0.0745396880903411	0.0	0.005062440249835	0.0	0.0	0.0
genus	Phyllobacterium	Bacteria	2.5248356307462005	1.5839084203597185	0.8171557920111561	4.538232475101064	1.2607210560552484	0.5280661294651523	0.3447177979107999	1.7669888690654267	0.2286788841639119	2.6680454519855257	0.3975248087762521	0.3048306863390675	2.6754025446911407	4.134566728177011
genus	Phytophthora	Eukaryota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056959261876442	0.0027969511939414	0.0	0.0	0.0	0.0
genus	Pimelobacter	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0022401710960164	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Planctomyces	Bacteria	0.0036648835655256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Planktotalea	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006002086843109	0.0	0.0079547955718737	0.0	0.0	0.0	0.0
genus	Planococcus	Bacteria	0.0	0.0	0.0010367385563063	0.0	0.0309967969977157	0.0	0.0028446617092271	0.0	0.0020505334275519	0.0814850913602976	0.002024976099934	0.0	0.0	0.0008214568730602
genus	Plesiocystis	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006835111425173	0.0	0.0	0.0	0.0	0.0
genus	Pleurocapsa	Bacteria	0.0073297671310513	0.0	0.0093306470067571	0.0	0.0	0.0056762295302646	0.0	0.0108037563175966	0.0	0.0067126828654595	0.0	0.0	0.0	0.0
genus	Pluralibacter	Bacteria	0.0	0.0	8.184778076102742e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.232057499764352e-05	0.0	0.0	0.0
genus	Polaromonas	Bacteria	0.0149896693704412	0.0059338807890822	0.0204849185107634	0.013875866218869	0.0043376324009661	0.0074870969360888	0.0028051525188212	0.0057500608345879	0.0008412444830982	0.0493936175362749	0.0093472714342675	0.0	0.015165601338744	0.0031434166770669
genus	Polymorphum	Bacteria	0.0018602060521986	0.0	0.0002073477112612	0.0024512730708654	0.0	0.0	0.0	0.0	0.0	0.0004195426790912	0.0	0.0	0.0	0.0
genus	Polynucleobacter	Bacteria	0.0066634246645921	0.0058543475877683	0.0	0.0515810222750546	0.0057460443444646	0.0	0.0	0.0	0.0	0.0090926340632133	0.0027613310453645	0.0	0.0	0.0
genus	Pontibacter	Bacteria	0.0	0.0064397823465451	0.003110215668919	0.0	0.0	0.0	0.0128009776915223	0.0036012521058655	0.0170877785629326	0.0	0.0	0.0	0.0	0.0
genus	Ponticoccus	Bacteria	0.0	0.0002146594115515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001118780477576	0.0	0.0	0.0	0.0
genus	Porphyrobacter	Bacteria	0.0041186310545907	0.0052323231565679	0.0037581772666105	0.0124835448394983	0.0189254635154987	0.000709528691283	0.0055572498390974	0.0031510955926323	0.0026770853081927	0.0	0.0047249442331793	0.0	0.0049443619235943	0.0
genus	Porphyromonas	Bacteria	0.1612548768831289	1.2847365781357585	0.6375942121284038	4.635277849006212	1.1811313374732937	0.4228791000047186	0.3157574497242187	0.2556888995164538	2.118884541803643	0.4766004834476278	1.570368965498831	2.6774764318452533	6.333727624124381	0.7004350469977025
genus	Pragia	Bacteria	0.0001832441782762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Prevotella	Bacteria	4.555450271948393	6.961404716615308	23.494569163014464	2.187067717488849	27.75339418376448	10.69969266454888	19.44895210598634	2.664926558340506	15.119266472482742	4.249128253835897	25.6118977119656	0.5925197428209953	33.12228052615839	18.24143746052081
genus	Prevotellamassilia	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133651069809247	0.0	0.0301262385805463
genus	Promicromonospora	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0056893234184543	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Propionibacterium	Bacteria	0.003331712332296	0.0122662520886574	0.014137343949632	0.0580659047328269	0.0	0.0	0.0	0.0813789436909876	0.0	0.0251362367039935	0.0	0.0	0.0	0.0
genus	Proteiniphilum	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012149856599604	0.0	0.0	0.0
genus	Proteus	Bacteria	0.0	0.0	0.0	0.0	0.0335185920093772	0.0	0.0	0.0054018781587983	0.0	0.0	0.008099904399736	0.0	0.0	0.0
genus	Providencia	Bacteria	0.0005863813704841	0.0	0.0	0.0	0.0	0.0	0.0113786468369087	0.0	0.0039057779572417	0.0	0.0	0.0	0.0	0.0
genus	Pseudacidovorax	Bacteria	0.0188710888746562	0.0130927855363243	0.0102361559547891	0.0262373143924329	0.0053711971755286	0.0055080288911834	0.0087973845490337	0.008798723530916	0.0091276726504616	0.0124546797231507	0.0003037464149901	0.0004950039622564	0.0	0.035321591768956
genus	Pseudarthrobacter	Bacteria	0.0143212373175925	0.0073566632456756	0.0085841952462165	0.0032517853230106	0.0007661392459286	0.0044866892547918	0.0119293817104672	0.0049430333100649	0.0048187137031894	0.0233991527608551	0.0007289913959762	0.0	0.0	0.0009037871574163
genus	Pseudo-nitzschia	Eukaryota	0.0341418543360106	0.0054738149945633	0.0027772026781054	0.0	0.0	0.000709528691283	0.0031291278801499	0.0211612036135261	0.0006835111425173	0.0004794773475328	0.0	0.0	0.0	0.0
genus	Pseudoalteromonas	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043113248325563	0.0	0.0
genus	Pseudochrobactrum	Bacteria	0.0	0.0016099455866362	0.0024881725351352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Pseudoclavibacter	Bacteria	0.0008744283594938	0.0	0.0	6.901226586377335e-05	0.0	0.0009460382550441	0.0	0.001714881955174	0.0	0.0	0.0006594749750742	0.0004950039622564	0.0	0.0006313219114305
genus	Pseudoflavonifractor	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006364336657583	0.0	0.0
genus	Pseudoglutamicibacter	Bacteria	0.0	0.0	0.0	0.000659450540476	0.0	0.0005676229530264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Pseudohaliea	Bacteria	0.0158288066377703	0.0	0.0	0.0057160230776264	0.0108916422561083	0.0	0.0019201466537283	0.0081028172381974	0.0006835111425173	0.0123625242772213	0.0006074928299802	0.0	0.0	0.001255259940856
genus	Pseudolabrys	Bacteria	8.958604271284924e-05	0.0	0.0	4.864799069085671e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.001012488049967	0.0	0.0	0.0
genus	Pseudomonas	Bacteria	3.011050899615247	0.6221208656276326	0.3232444183588739	3.399390424915967	0.5665301003754433	0.1372687894557946	0.3994169365982757	3.3466113774668336	0.1639307757989232	0.8950051413828224	2.966355784250552	0.0271352172036956	0.3182246271380033	0.2499556917998581
genus	Pseudonocardia	Bacteria	0.0006663424664592	0.0047046187698371	0.0099809648284402	0.0184009182061245	0.0	0.0116878726236813	0.0073351634073644	0.0075777395710135	0.0013048849084421	0.0045158048367636	0.0009112392449703	0.0044550356603082	0.0	0.052720917515956
genus	Pseudooceanicola	Bacteria	0.6289376296685734	0.2980929607178696	0.1940437535087002	1.118320390556634	0.2148225118653987	0.0906894411945728	0.0674247948208363	0.3442760611855776	0.0430372301860449	0.705421980148989	0.0797818479635944	0.0638724288085189	0.809630188799729	0.8645658316710705
genus	Pseudoperonospora	Eukaryota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005695926187644	0.0002796951193941	0.0	0.0	0.0	0.0
genus	Pseudorhizobium	Bacteria	0.0017492267455182	0.0002146594115515	0.0002144976323392	0.0003597002948051	0.0002201549557266	0.0	0.0002586056099297	0.0066105564418228	0.0002278370475057	0.0016169913961793	0.000963279123987	0.0	0.0	0.0
genus	Pseudorhodobacter	Bacteria	0.0010994650696576	0.0001399952684031	0.0039491864888551	0.006530190860291	0.0063844937160718	0.0011352459060529	0.0010667481409601	0.0023885227642321	0.0004602590510758	0.0061373100484201	0.0	0.0	0.0	0.0033892018403114
genus	Pseudorhodoferax	Bacteria	0.0261785201485868	0.0064866653773647	0.0190324635693648	0.0071793752293494	0.0050543908585568	0.0033667832017746	0.0107682429507951	0.0150952484104197	0.00757467254868	0.0005303159020529	0.0029323211600967	0.0	0.0	0.0
genus	Pseudoruegeria	Bacteria	0.9329574750669768	0.4953927494224837	0.2887702588175775	1.7110642013924289	0.3788818364167338	0.1643452639098177	0.1118251543618488	0.5749349127826131	0.0785531329897904	1.0608153828178546	0.1172517896276949	0.087519929019173	0.933020640002679	1.3896970782913534
genus	Pseudovibrio	Bacteria	0.005321484975195	0.0	0.0	0.0059350548642845	0.0	0.0	0.0	0.007202504211731	0.0	0.0	0.0	0.0	0.0	0.0018828899112841
genus	Pseudoxanthobacter	Bacteria	0.0	0.0	0.00055292723003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Pseudoxanthomonas	Bacteria	0.0109946506965769	0.0064397823465451	0.0131057276193943	0.0	0.0127689874321437	0.0219480875170234	0.0	0.0742114149373147	0.0054680891401384	0.0	0.0	0.0	0.0	0.0075315596451365
genus	Psychrobacillus	Bacteria	0.0	0.0	6.911590375375645e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Psychrobacter	Bacteria	0.0	0.0064397823465451	0.0	0.0652856035071298	0.0095767405741077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218415229708961
genus	Psychromonas	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075315596451365
genus	Puniceibacterium	Bacteria	0.0	0.0	0.0	0.0019783516214281	0.0	0.0	0.0	0.0	0.0	0.01387045475686	0.0	0.0	0.0	0.0
genus	Pyrinomonas	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006835111425173	0.0	0.0	0.0	0.0	0.0
genus	Ralstonia	Bacteria	0.2874415084768011	0.0705545384561046	0.176045968539849	0.6099796752834481	0.1410392702732237	0.0937338672488987	0.0932521883037048	0.6533115630364852	0.0654354373500832	1.1066552331149428	0.0723008512044623	0.1282094877905955	0.0	0.3470577420443336
genus	Ramlibacter	Bacteria	0.0864410927863218	0.0202357507987153	0.0178976578833426	0.0252346553608459	0.0026553689773662	0.0109710083416506	0.0228349354045387	0.0278410086074051	0.0203058787284751	0.0041125925518363	0.0003037464149901	0.0	0.0	0.0310210136153104
genus	Raoultella	Bacteria	0.0009644430435593	0.0016607859735826	0.0006882254253239	0.0023378216074109	0.0012853730485978	0.0002987489226455	0.0016179315324127	0.0007040041710714	0.0020505334275519	0.0120094782735485	0.0432866741493312	0.0	0.0	0.0
genus	Rathayibacter	Bacteria	0.0057111102229441	0.0266902261218568	0.0008886330482625	0.0266294571503133	0.0	0.0028381147651323	0.005760439961185	0.0269860641257573	0.006873907207256	0.0275707046304892	0.0878012649853967	0.0	0.0	0.0277472018358194
genus	Renibacterium	Bacteria	0.0	0.0	0.0	0.0085225305375734	0.0	0.0	0.0	0.0001091288516928	0.0002531522750064	0.0006422258038642	0.0	0.0	0.0	0.0
genus	Reyranella	Bacteria	0.0	0.0	0.006220431337838	0.0	0.0	0.0	0.0042669925638407	0.007202504211731	0.0	0.0	0.0	0.0	0.0	0.0
genus	Rheinheimera	Bacteria	0.3041853359386295	0.0418585852525435	0.2301559595000092	0.643953452774871	0.0574604434446467	0.0823053281888378	0.0298689479468855	0.0684237900114454	0.0170877785629326	0.3759102404657346	0.0455619622485154	0.0222751783015411	0.0	0.1958205507735512
genus	Rhizobacter	Bacteria	0.0503814805357327	0.017898819720529	0.0189281365382947	0.1656050096349534	0.019512498188571	0.0151803278588231	0.008515750116725	0.0112819871079992	0.0064076934161159	0.0306837336307381	0.0035279947975908	0.0	0.0054937354706603	0.014331618711008
genus	Rhizobium	Bacteria	0.1427216797064085	0.0476614660483314	0.0374622760976398	0.031997259484698	0.0164142682111708	0.032852309936131	0.0413721079835795	0.2194027770440597	0.027710146652958	0.1096486903841135	0.1965395216840552	0.0	0.0	0.2340205442551303
genus	Rhizopus	Fungi	0.0	0.0	0.0	0.0	0.0	0.0014190573825661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Rhodanobacter	Bacteria	0.0073297671310513	0.0	0.0	0.0	0.0	0.0075683060403529	0.0014223308546135	0.0	0.0024854950636992	0.0	0.0	0.0	0.0	0.0
genus	Rhodobaca	Bacteria	0.0	0.0006439782346545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010759370921623
genus	Rhodobacter	Bacteria	0.0053751625627709	0.0094432546048928	0.0222043596092599	0.0084570520936878	0.0	0.0094603825504411	0.0042669925638407	0.0386241983337212	0.0052162692455267	0.0596357429473078	0.0	0.0	0.0	0.0094144495564207
genus	Rhodococcus	Bacteria	0.2941901989417414	0.1168960491166348	0.0093306470067571	0.0919933503964101	0.0351147154383952	0.003689549194672	0.0341359405107263	0.4116387733182836	0.0307580014132787	0.7081880423059809	0.3037464149901031	0.0356402852824658	0.0	0.0489551376933878
genus	Rhodoferax	Bacteria	0.0357404242611235	0.0125057563777709	0.012419514187561	0.0378476578843487	0.0085990353776612	0.0083432109264182	0.0073126199281327	0.0183311454384839	0.0020907766729476	0.04705857294607	0.003545449554823	0.0	0.0054937354706603	0.00405444893644
genus	Rhodoluna	Bacteria	0.1136113905312953	0.0	0.0216480884257301	0.1616106237909227	0.0191534811482155	0.0162853728189736	0.0085339851276815	0.0	0.0034175557125865	0.0377188846725822	0.0045561962248515	0.0	0.0	0.124689154125039
genus	Rhodomonas	Eukaryota	0.0226001153207415	0.0160994558663628	0.015032709066442	0.0014837637160711	0.0	0.0	0.0	0.0	0.0051263335688797	0.0	0.0	0.0	0.0	0.0031381498521402
genus	Rhodoplanes	Bacteria	0.0113168771743188	0.0064397823465451	0.0114858065510788	0.0014837637160711	0.0	0.0005676229530264	0.0002844661709227	0.0036012521058655	0.0034175557125865	0.0	0.003037464149901	0.0	0.0	0.0
genus	Rhodopseudomonas	Bacteria	0.0	0.0	0.006220431337838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Rhodovulum	Bacteria	0.5210846084421578	0.2706097124591609	0.1280756777505646	1.0636681267978758	0.2088279291871221	0.1080008266078861	0.0853742467300711	0.3598856111571906	0.0292668020016563	0.7109942881494062	0.0495916073207961	0.0407754030671599	0.3445111909218492	0.674432359459699
genus	Richelia	Bacteria	0.0226001153207415	0.0	0.0	0.0	0.0	0.0	0.0085339851276815	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Rickettsia	Bacteria	0.0073297671310513	0.0	0.0	0.0	0.0	0.0	0.0	0.0180062605293277	0.0	0.0	0.0	0.0	0.0	0.0
genus	Riemerella	Bacteria	0.0	0.002146594115515	0.0	0.0014837637160711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Robinsoniella	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013707802031717	0.0	0.0010759370921623
genus	Romboutsia	Bacteria	0.0146595342621026	0.0	0.0093306470067571	0.0148376371607113	0.044691456012503	0.0	0.0128009776915223	0.007202504211731	0.0	0.0335634143272977	0.0121498565996041	0.0	0.0	0.0075315596451365
genus	Roseateles	Bacteria	0.0050016618487185	0.0011464764026046	0.0019424607016509	0.0258528578933217	0.0006445883078726	0.0015214424751034	0.0007346104413938	0.0017829507345351	0.0008931069193436	0.0008309072598864	0.0007536565183964	0.0	0.0	0.0010487294875329
genus	Roseburia	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057915463584007	0.0	0.0105441835031912
genus	Roseibacterium	Bacteria	0.0002155813862073	0.0	0.0	0.0004098014072958	0.0	0.0	0.0	0.0006002086843109	0.0	0.0079547955718737	0.0	0.0	0.0	0.0
genus	Roseibium	Bacteria	0.0018602060521986	0.0	0.0	0.0020448508355938	0.0	0.0	0.0	0.0001800626052932	0.0	0.0004195426790912	0.0	0.0	0.0	0.0
genus	Roseinatronobacter	Bacteria	0.0	0.0006439782346545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010759370921623
genus	Roseivivax	Bacteria	0.0	0.0005693140915061	0.0	0.0	0.0	0.0	0.0	0.0114641222520106	0.0001005163444878	0.0008447764251279	0.0	0.0	0.0	0.0
genus	Roseobacter	Bacteria	0.0	0.0001399952684031	0.0	0.0044512911482133	0.0247399131497784	0.0	0.0	0.0	0.0001005163444878	0.0	0.0	0.0022275178301541	0.0	0.0
genus	Roseomonas	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006835111425173	0.0	0.0	0.0	0.0	0.0
genus	Roseovarius	Bacteria	0.0006663424664592	0.0049192781813886	0.0101954624607794	0.0106823493800979	0.0007093881906746	0.0060116430934166	0.000426699256384	0.0080150344695829	0.0013048849084421	0.0114800781779896	0.0009112392449703	0.0024292857495521	0.0	0.0
genus	Rothia	Bacteria	0.1633263328114693	0.1448951027972659	0.2884206663644258	2.341379143960276	0.3703006355321676	0.0908196724842348	0.0341359405107263	0.0144050084234621	0.0475609836668291	0.1678170716364885	0.0607492829980205	0.0044550356603082	0.0	0.116739174499617
genus	Roundia	Eukaryota	0.0172249527579705	0.001287956469309	0.0073042943739765	0.0011870109728569	0.0	0.000709528691283	0.0	0.0637421622738202	0.0006835111425173	0.0013425365730919	0.0	0.0	0.0	0.0
genus	Rubellimicrobium	Bacteria	0.0109946506965769	0.0096596735198177	0.0014885947528525	0.0062841757386542	0.0007093881906746	8.869108641038561e-05	0.0	0.0	0.0014675386295224	0.0039079793125127	0.002024976099934	0.0052136830372447	0.0115368444883868	0.0
genus	Rubripirellula	Bacteria	0.0879572055726157	0.0	0.0	0.0	0.0	0.0	0.0085339851276815	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Rubrivivax	Bacteria	0.0142455729531918	0.0039515647848505	0.0129755404883075	0.0426744699920126	0.0033518592009377	0.001613829964487	0.0216425788244698	0.0067785932188884	0.0075741275261885	0.0043997999952706	0.0027804479526017	0.0	0.0	0.0006549182300118
genus	Rubrobacter	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0180062605293277	0.0	0.0402760971927572	0.0	0.0	0.0	0.0
genus	Ruegeria	Bacteria	0.0019633304815316	0.0027159082070212	0.0018886140215834	0.0026378021619042	0.0007093881906746	0.0001773821728207	0.0	0.0024522811958989	0.0002010326889756	0.0060091533806828	0.0	0.0032250584236579	0.0659248256479247	0.0
genus	Rufibacter	Bacteria	0.0	0.0064397823465451	0.0	0.0	0.0	0.0	0.0	0.007202504211731	0.0034175557125865	0.0402760971927572	0.0	0.0	0.0	0.0
genus	Ruminiclostridium	Bacteria	0.0	0.0085863764620602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089100713206164	0.0865263336629012	0.0045189357870819
genus	Ruminococcus	Bacteria	0.0	0.0	0.0	0.0	0.0035824103629069	0.0	0.0	0.0	0.0	0.0	0.0	0.0643924000439936	0.3114948011864443	0.0238499388762658
genus	Saccharomonospora	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0016255209767012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Saccharophagus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007202504211731	0.0	0.0	0.0	0.0	0.0	0.0
genus	Saccharopolyspora	Bacteria	0.0	0.0002683242644393	0.003110215668919	0.0016979723849652	0.0006615815952161	0.0	0.0	0.0008823394451757	0.0	0.0033989919609809	0.0	0.0	0.0	0.0022275386894862
genus	Saccharothrix	Bacteria	0.0	0.0	0.0	6.313888153494162e-05	0.0	0.0037841530201764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Sagittula	Bacteria	0.0	0.0002146594115515	0.0	0.0	0.0	0.0	0.0	0.0001800626052932	0.0	0.0	0.0	0.0	0.0	0.0
genus	Salinicoccus	Bacteria	0.0	0.0	0.0003110215668919	0.0035520404112005	0.0250059337212814	0.0	0.0042669925638407	0.0	0.0	0.0	0.003037464149901	0.0	0.0	0.0
genus	Salinicola	Bacteria	0.0048865114207008	0.0	0.0736084374977506	0.0	0.0	0.0	0.0	0.0	0.0097348556661555	0.0	0.0	0.0	0.0	0.0
genus	Salinispora	Bacteria	0.000956056582311	0.0009659673519817	0.0	0.0035289106488865	0.0019847447856484	0.0	0.0011637252446838	0.0014529189530561	0.0	0.0040530441725481	0.0	0.0	0.0	0.002286366320845
genus	Salipiger	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0211875029378476	0.0	0.0011266041172799	0.0	0.0	0.0	0.0
genus	Salmonella	Bacteria	0.0	0.0	0.0	0.0	0.0001838757576652	0.0	0.0	0.0	0.0	0.0019956159150571	0.000497774518233	0.0	0.0	0.0
genus	Sandaracinus	Bacteria	0.0	0.0064397823465451	0.0	0.0	0.0	0.0	0.0	0.0	0.0034175557125865	0.0	0.0	0.0	0.0	0.0
